Season,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,logORB,logDRB,logTRB,logMP,logPF,logPTS,logFGA,logFTA,logTOV,logEFG,logFGpct,logFTpct
1,166,JaMychal Green\greenja01,PF,26,MEM,77,75,27.28571429,250,6.493506494,0.5,55,145,0.379,195,355,0.549,0.555,134,2.168831169,0.802,2.168831169,4.896103896,7.064935065,84,47,34,1.220779221,3.220779221,8.948051948,0.774188391,1.588439766,1.955143825,3.306363279,1.169623324,2.191435849,1.870802677,0.774188391,0.19948936,-0.588787165,-0.693147181,-0.220646671
1,167,Jeff Green\greenje02,PF,30,ORL,69,11,22.23188406,220,8.086956522,0.394,53,193,0.275,167,365,0.458,0.442,145,2.434782609,0.863,0.565217391,2.536231884,3.101449275,81,37,13,1.086956522,1.492753623,9.246376812,-0.570544858,0.930679469,1.13186951,3.101527477,0.400622484,2.224231779,2.090252458,0.889857475,0.083381609,-0.816445397,-0.93140437,-0.147340588
1,168,Blake Griffin\griffbl01,PF,27,LAC,61,61,34.03278689,479,15.91803279,0.493,38,113,0.336,441,858,0.514,0.513,320,6.901639344,0.76,1.836065574,6.31147541,8.147540984,300,57,22,2.327868852,2.573770492,21.57377049,0.607625007,1.84236947,2.097716162,3.52732438,0.945371941,3.071478248,2.767452604,1.93175897,0.844953193,-0.667479434,-0.707246105,-0.274436846
1,169,Justin Hamilton\hamilju01,C,26,BRK,64,7,18.390625,174,5.921875,0.459,55,180,0.306,119,199,0.598,0.532,39,0.8125,0.75,1.109375,2.984375,4.09375,55,29,43,0.671875,1.421875,6.90625,0.103796794,1.093390345,1.40946142,2.911841024,0.351976423,1.932426799,1.778653122,-0.207639365,-0.397682968,-0.63111179,-0.778705069,-0.287682072
1,170,A.J. Hammons\hammoaj01,C,24,DAL,22,0,7.409090909,17,1.909090909,0.405,5,10,0.5,12,32,0.375,0.464,9,0.909090909,0.45,0.363636364,1.272727273,1.636363636,4,1,13,0.454545455,0.954545455,2.181818182,-1.011600912,0.241162057,0.492476485,2.002707747,-0.046520016,0.780158558,0.646627165,-0.09531018,-0.78845736,-0.767870727,-0.903868212,-0.798507696
1,171,Tim Hardaway Jr.\hardati02,SG,24,ATL,79,30,27.26582278,415,11.5443038,0.455,149,417,0.357,266,495,0.537,0.537,164,2.708860759,0.766,0.443037975,2.392405063,2.835443038,182,55,15,1.341772152,1.303797468,14.46835443,-0.814099791,0.872299163,1.042198199,3.305634005,0.265281136,2.671963811,2.446192138,0.996528163,0.293991242,-0.621757184,-0.78745786,-0.266573109
1,172,James Harden\hardeja01,PG,27,HOU,81,81,36.38271605,674,18.92592593,0.44,262,756,0.347,412,777,0.53,0.525,746,10.87654321,0.847,1.172839506,6.962962963,8.135802469,907,121,38,5.728395062,2.654320988,29.08641975,0.159427737,1.940605097,2.09627438,3.594093828,0.976188873,3.37027139,2.940532724,2.386608471,1.745435398,-0.644357016,-0.820980552,-0.166054584
1,173,Maurice Harkless\harklma01,SF,23,POR,77,69,28.87012987,314,8.103896104,0.503,68,194,0.351,246,430,0.572,0.558,77,1.61038961,0.621,1.623376623,2.805194805,4.428571429,88,85,70,1.116883117,2.779220779,10.03896104,0.484508315,1.031472986,1.488077055,3.362807492,1.022170593,2.306473627,2.092344947,0.476476144,0.110541874,-0.583396317,-0.687165109,-0.476424197
1,175,Montrezl Harrell\harremo01,C,23,HOU,58,14,18.34482759,225,5.948275862,0.652,1,7,0.143,224,338,0.663,0.654,76,2.086206897,0.628,1.396551724,2.379310345,3.775862069,64,20,42,0.75862069,2.172413793,9.086206897,0.334006144,0.866810675,1.328628719,2.909347659,0.775838896,2.206757538,1.783101406,0.735347535,-0.276253377,-0.424647928,-0.427710717,-0.465215113
1,176,Devin Harris\harride01,PG,33,DAL,65,0,16.72307692,136,5.246153846,0.399,58,177,0.328,78,164,0.476,0.484,107,1.984615385,0.829,0.169230769,1.784615385,1.953846154,136,43,7,0.876923077,1.553846154,6.723076923,-1.776491997,0.579202921,0.669799817,2.816789617,0.440733247,1.905545925,1.657495207,0.685425134,-0.131336002,-0.725670372,-0.918793862,-0.187535124
1,177,Gary Harris\harriga01,SG,22,DEN,57,56,31.26315789,320,11.1754386,0.502,107,255,0.42,213,382,0.558,0.586,104,2.350877193,0.776,0.842105263,2.280701754,3.122807018,164,71,8,1.333333333,1.614035088,14.92982456,-0.171850257,0.824483183,1.138732282,3.44244034,0.478737309,2.703360861,2.413718388,0.854788532,0.287682072,-0.534435489,-0.689155159,-0.253602759
1,178,Joe Harris\harrijo01,SG,25,BRK,52,11,21.88461538,154,6.961538462,0.425,85,221,0.385,69,141,0.489,0.543,35,0.942307692,0.714,0.307692308,2.519230769,2.826923077,54,30,8,1.057692308,2.326923077,8.230769231,-1.178654996,0.923953605,1.039188868,3.085783896,0.844546827,2.107879477,1.940400493,-0.05942342,0.056089467,-0.610645959,-0.85566611,-0.336872317
1,179,Manny Harris\harrima01,SG,27,DAL,4,0,6.25,3,3.75,0.2,0,2,0,3,13,0.231,0.2,2,1,0.5,0.75,1.5,2.25,2,0,0,0.5,0.25,2,-0.287682072,0.405465108,0.810930216,1.832581464,-1.386294361,0.693147181,1.32175584,0,-0.693147181,-1.609437912,-1.609437912,-0.693147181
1,180,Tobias Harris\harrito02,PF,24,DET,82,48,31.30487805,511,12.96341463,0.481,109,314,0.347,402,749,0.537,0.532,190,2.756097561,0.841,0.768292683,4.304878049,5.073170732,142,60,39,1.170731707,1.62195122,16.1097561,-0.263584521,1.45974881,1.623966013,3.443773934,0.483629881,2.779425057,2.562131131,1.013815752,0.157628944,-0.63111179,-0.731888009,-0.173163619
1,182,Andrew Harrison\harrian01,PG,22,MEM,72,18,20.47222222,117,5,0.325,43,156,0.276,74,204,0.363,0.385,148,2.694444444,0.763,0.319444444,1.569444444,1.888888889,198,53,21,1.180555556,2.694444444,5.902777778,-1.141171903,0.4507217,0.635988767,3.019068954,0.99119204,1.77542305,1.609437912,0.99119204,0.165985137,-0.954511945,-1.123930097,-0.270497248
1,183,Udonis Haslem\hasleud01,C,36,MIA,16,0,8.125,11,1.4375,0.478,0,3,0,11,20,0.55,0.478,9,0.9375,0.6,0.5,1.75,2.25,6,6,1,0.5,1.375,1.9375,-0.693147181,0.559615788,0.810930216,2.094945728,0.318453731,0.661398482,0.362905494,-0.064538521,-0.693147181,-0.738144546,-0.738144546,-0.510825624
1,184,Spencer Hawes\hawessp01,PF,28,TOT,54,1,14.75925926,134,5.12962963,0.484,25,81,0.309,109,196,0.556,0.529,44,0.962962963,0.846,0.703703704,2.833333333,3.537037037,81,15,30,0.907407407,1.425925926,6.240740741,-0.351397887,1.041453875,1.263289381,2.691870632,0.354821375,1.831098884,1.63503346,-0.037740328,-0.097163748,-0.636766847,-0.725670372,-0.167235919
1,185,Gordon Hayward\haywago01,SF,26,UTA,73,73,34.46575342,545,15.83561644,0.471,149,374,0.398,396,782,0.506,0.536,362,5.876712329,0.844,0.671232877,4.726027397,5.397260274,252,73,20,1.917808219,1.602739726,21.93150685,-0.398639143,1.553084976,1.685891468,3.539966177,0.471714494,3.087924272,2.762261608,1.770997478,0.651182981,-0.623621118,-0.752897185,-0.169602784
1,186,Gerald Henderson\hendege02,SG,29,PHI,72,41,23.15277778,234,7.680555556,0.423,61,173,0.353,173,380,0.455,0.478,133,2.291666667,0.806,0.472222222,2.097222222,2.569444444,112,40,15,0.861111111,1.791666667,9.194444444,-0.750305594,0.740613718,0.943689706,3.142114764,0.583146285,2.218599437,2.038691883,0.829279355,-0.149531734,-0.738144546,-0.8603831,-0.215671536
1,187,John Henson\hensojo01,C,26,MIL,58,39,19.36206897,159,5.327586207,0.515,0,1,0,159,308,0.516,0.515,74,1.844827586,0.692,1.586206897,3.5,5.086206897,57,29,78,0.896551724,2.603448276,6.75862069,0.461345567,1.252762968,1.626532346,2.963315944,0.956836826,1.910818829,1.672898266,0.612385824,-0.109199292,-0.663588378,-0.663588378,-0.368169323
1,188,Juan Hernangómez\hernaju01,PF,21,DEN,62,9,13.58064516,101,3.612903226,0.451,46,113,0.407,55,111,0.495,0.554,57,1.225806452,0.75,0.693548387,2.322580645,3.016129032,29,30,12,0.5,1,4.919354839,-0.365934269,0.842678915,1.103974232,2.608645629,0,1.593177392,1.284511667,0.203598955,-0.693147181,-0.590590592,-0.796287939,-0.287682072
1,189,Willy Hernangómez\hernawi01,C,22,NYK,72,22,18.38888889,246,6.458333333,0.529,4,15,0.267,242,450,0.538,0.533,91,1.736111111,0.728,2.361111111,4.611111111,6.972222222,96,41,36,1.388888889,2.083333333,8.152777778,0.859132318,1.52846885,1.941934001,2.911746617,0.733969175,2.098358701,1.865371287,0.551647618,0.328504067,-0.629233855,-0.636766847,-0.317454231
1,190,Mario Hezonja\hezonma01,SF,21,ORL,65,2,14.76923077,117,5.076923077,0.355,43,144,0.299,74,186,0.398,0.42,40,0.769230769,0.8,0.307692308,1.938461538,2.246153846,62,30,15,0.892307692,1.138461538,4.876923077,-1.178654996,0.661894637,0.809219352,2.692546015,0.129677823,1.584514504,1.624705385,-0.262364264,-0.113944259,-0.867500568,-1.03563749,-0.223143551
1,191,Roy Hibbert\hibbero01,C,30,TOT,48,13,14.20833333,80,3.0625,0.544,0,0,,80,147,0.544,0.544,61,1.5625,0.813,1.125,2.041666667,3.166666667,21,8,46,0.666666667,2.083333333,4.604166667,0.117783036,0.713766468,1.15267951,2.653828647,0.733969175,1.526961691,1.119231576,0.446287103,-0.405465108,-0.608806032,-0.608806032,-0.207024169
1,192,Buddy Hield\hieldbu01,SG,24,TOT,82,55,23.02439024,327,9.353658537,0.426,148,379,0.391,179,388,0.461,0.523,64,0.926829268,0.842,0.426829268,2.853658537,3.280487805,121,38,9,1.231707317,1.402439024,10.56097561,-0.851371186,1.048601868,1.187992132,3.136554099,0.338212881,2.357165661,2.235767554,-0.075985907,0.20840127,-0.648173815,-0.853315933,-0.171975265
1,193,Nenê\hilarne01,C,34,HOU,67,8,17.88059701,245,5.925373134,0.617,3,9,0.333,242,388,0.624,0.621,116,2.940298507,0.589,1.417910448,2.791044776,4.208955224,65,56,39,1.089552239,2.432835821,9.089552239,0.349184272,1.026415997,1.437214452,2.883716159,0.889057581,2.207125648,1.779243661,1.078511109,0.085766822,-0.476424197,-0.482886255,-0.529329095
1,194,George Hill\hillge01,PG,30,UTA,49,49,31.51020408,289,12.36734694,0.477,94,233,0.403,195,373,0.523,0.554,157,4,0.801,0.469387755,2.93877551,3.408163265,204,50,11,1.734693878,2.326530612,16.91836735,-0.756326082,1.077993001,1.226173514,3.450311432,0.84437815,2.828399857,2.515059688,1.386294361,0.550830958,-0.590590592,-0.740238788,-0.221894332
1,195,Jordan Hill\hilljo01,C,29,MIN,7,0,6.714285714,5,1.857142857,0.385,0,0,,5,13,0.385,0.385,2,0.285714286,1,1.142857143,0.857142857,2,0,1,0,0.571428571,1.285714286,1.714285714,0.133531393,-0.15415068,0.693147181,1.904237453,0.251314428,0.538996501,0.619039208,-1.252762968,-0.559615788,-0.954511945,-0.954511945,0
1,196,Solomon Hill\hillso01,SF,25,NOP,80,71,29.675,183,5.975,0.383,94,270,0.348,89,208,0.428,0.481,103,1.6,0.805,0.6375,3.2,3.8375,141,72,32,1.025,2.275,7.0375,-0.450201002,1.16315081,1.344821113,3.39030494,0.821980052,1.951252993,1.787584098,0.470003629,0.024692613,-0.731888009,-0.95972029,-0.216913002
1,197,Darrun Hilliard\hillida01,SG,23,DET,39,1,9.769230769,47,3.230769231,0.373,12,46,0.261,35,80,0.438,0.421,21,0.717948718,0.75,0.051282051,0.794871795,0.846153846,33,11,2,0.717948718,1,3.256410256,-2.970414466,-0.229574442,-0.167054085,2.279237729,0,1.18062544,1.172720261,-0.331357136,-0.331357136,-0.865122445,-0.986176859,-0.287682072
1,198,Jrue Holiday\holidjr01,PG,26,NOP,67,61,32.68656716,405,13.32835821,0.454,100,281,0.356,305,612,0.498,0.51,119,2.507462687,0.708,0.686567164,3.253731343,3.940298507,488,100,44,2.895522388,1.985074627,15.35820896,-0.376051223,1.179802443,1.371256484,3.486964203,0.685656509,2.731650116,2.589893961,0.91927136,1.06316554,-0.673344553,-0.789658081,-0.345311185
1,199,Justin Holiday\holidju01,SG,27,NYK,82,4,19.98780488,233,6.56097561,0.433,97,273,0.355,136,265,0.513,0.523,66,0.975609756,0.825,0.329268293,2.414634146,2.743902439,102,65,31,0.804878049,1.329268293,7.670731707,-1.110882381,0.881547783,1.009381155,2.995122331,0.284628635,2.037412009,1.881139313,-0.024692613,-0.217064505,-0.648173815,-0.837017551,-0.192371893
1,200,Rondae Hollis-Jefferson\holliro01,SF,22,BRK,78,50,22.57692308,235,6.948717949,0.434,15,67,0.224,220,475,0.463,0.447,190,3.243589744,0.751,1.230769231,4.564102564,5.794871795,154,82,44,1.487179487,2.269230769,8.653846154,0.207639365,1.518221904,1.756973353,3.116928282,0.819440906,2.158003864,1.938557175,1.176680662,0.396881364,-0.805196684,-0.834710745,-0.286349627
1,201,Richaun Holmes\holmeri01,C,23,PHI,57,17,20.92982456,230,7.228070175,0.558,27,77,0.351,203,335,0.606,0.591,72,1.807017544,0.699,1.649122807,3.807017544,5.456140351,58,42,55,0.964912281,2.385964912,9.807017544,0.500243514,1.336846086,1.696741644,3.041175154,0.869603618,2.283098205,1.977972082,0.59167772,-0.035718083,-0.525939262,-0.583396317,-0.358104537
1,202,Rodney Hood\hoodro01,SG,24,UTA,59,55,27,272,11.28813559,0.408,114,307,0.371,158,359,0.44,0.494,90,1.949152542,0.783,0.271186441,3.152542373,3.423728814,96,38,11,1.101694915,2.237288136,12.6779661,-1.304948722,1.14820923,1.230730253,3.295836866,0.805264479,2.539865534,2.423752227,0.667394684,0.096849826,-0.705219762,-0.896488105,-0.244622583
1,203,Al Horford\horfoal01,C,30,BOS,68,68,32.25,379,11.77941176,0.473,86,242,0.355,293,559,0.524,0.527,108,1.985294118,0.8,1.397058824,5.441176471,6.838235294,337,52,86,1.691176471,2.029411765,14,0.334369186,1.6939953,1.9225297,3.473518043,0.70774598,2.63905733,2.466353242,0.685767073,0.525424423,-0.64055473,-0.74865989,-0.223143551
1,205,Dwight Howard\howardw01,C,31,ATL,74,74,29.71621622,388,8.283783784,0.633,0,2,0,388,611,0.635,0.633,226,5.72972973,0.533,4,8.702702703,12.7027027,104,64,92,2.297297297,2.743243243,13.54054054,1.386294361,2.163633633,2.541814782,3.391692897,1.009140886,2.605688188,2.114299843,1.745668362,0.831733344,-0.457284857,-0.457284857,-0.629233855
1,206,Marcelo Huertas\huertma01,PG,33,LAL,23,1,10.30434783,25,2.956521739,0.368,4,19,0.211,21,49,0.429,0.397,9,0.739130435,0.529,0.086956522,0.956521739,1.043478261,52,10,2,0.826086957,0.695652174,2.739130435,-2.442347035,-0.044451763,0.042559614,2.332565925,-0.362905494,1.00764051,1.084013489,-0.302280872,-0.191055237,-0.923818998,-0.999672341,-0.636766847
1,208,Kris Humphries\humphkr01,PF,31,ATL,56,4,12.30357143,87,3.821428571,0.407,19,54,0.352,68,160,0.425,0.451,64,1.464285714,0.78,1.071428571,2.607142857,3.678571429,29,15,21,0.5,1.232142857,4.589285714,0.068992871,0.958254931,1.302524478,2.50988958,0.208754814,1.523724394,1.340624324,0.381367557,-0.693147181,-0.796287939,-0.898942094,-0.248461359
1,210,Serge Ibaka\ibakase01,PF,27,TOT,79,79,30.65822785,471,12.43037975,0.48,124,317,0.391,347,665,0.522,0.543,107,1.582278481,0.856,1.632911392,5.17721519,6.810126582,75,41,124,1.329113924,2.721518987,14.84810127,0.490364552,1.644267304,1.918410708,3.422901072,1.001190176,2.697871996,2.520143456,0.458865885,0.284512498,-0.610645959,-0.733969175,-0.155484903
1,211,Andre Iguodala\iguodan01,SF,33,GSW,76,0,26.28947368,219,5.460526316,0.528,64,177,0.362,155,238,0.651,0.605,72,1.342105263,0.706,0.671052632,3.328947368,4,261,76,39,0.763157895,1.276315789,7.552631579,-0.398907708,1.202656148,1.386294361,3.269168619,0.243977638,2.021896056,1.69754518,0.294239473,-0.27029033,-0.502526821,-0.638658995,-0.348140041
1,212,Ersan İlyasova\ilyaser01,PF,29,TOT,82,52,26.12195122,384,10.85365854,0.431,142,402,0.353,242,488,0.496,0.511,161,2.524390244,0.778,1.402439024,4.463414634,5.865853659,141,58,23,1.414634146,2.573170732,13.06097561,0.338212881,1.495914086,1.769148023,3.262776004,0.945138886,2.569628823,2.384502215,0.925999546,0.346870944,-0.671385689,-0.841647189,-0.251028755
1,213,Joe Ingles\inglejo01,SF,29,UTA,82,26,24.04878049,204,5.5,0.452,123,279,0.441,81,172,0.471,0.589,50,0.829268293,0.735,0.280487805,2.902439024,3.182926829,225,96,8,1.304878049,1.987804878,7.085365854,-1.271225031,1.065551426,1.15780116,3.180084288,0.687030954,1.95803151,1.704748092,-0.187211542,0.266109587,-0.529329095,-0.794073099,-0.30788478
1,214,Brandon Ingram\ingrabr01,SF,19,LAL,79,40,28.84810127,276,8.683544304,0.402,55,187,0.294,221,499,0.443,0.442,133,2.708860759,0.621,0.759493671,3.240506329,4,166,50,36,1.46835443,2,9.367088608,-0.27510329,1.175729592,1.386294361,3.362044177,0.693147181,2.237202334,2.161429775,0.996528163,0.384142339,-0.816445397,-0.91130319,-0.476424197
1,215,Kyrie Irving\irvinky01,PG,24,CLE,72,72,35.06944444,671,19.72222222,0.473,177,441,0.401,494,979,0.505,0.535,297,4.555555556,0.905,0.722222222,2.472222222,3.194444444,418,83,24,2.5,2.180555556,25.22222222,-0.3254224,0.905117431,1.16141319,3.557330223,0.779579686,3.22772544,2.981746032,1.516347489,0.916290732,-0.625488532,-0.74865989,-0.099820335
1,218,Pierre Jackson\jackspi01,PG,25,DAL,8,1,10.5,13,4.875,0.333,3,11,0.273,10,28,0.357,0.372,6,0.875,0.857,0.125,1,1.125,19,2,0,0.375,0.625,4.375,-2.079441542,0,0.117783036,2.351375257,-0.470003629,1.47590652,1.584120104,-0.133531393,-0.980829253,-0.988861425,-1.099612789,-0.15431736
1,219,Reggie Jackson\jacksre01,PG,26,DET,52,50,27.38461538,284,13.01923077,0.419,66,184,0.359,218,493,0.442,0.468,118,2.615384615,0.868,0.403846154,1.788461538,2.192307692,270,35,5,2.192307692,2.480769231,14.46153846,-0.906721281,0.581355775,0.78495473,3.309981373,0.908568686,2.671492605,2.566427554,0.961411167,0.78495473,-0.759286983,-0.869884359,-0.141563564
1,220,LeBron James\jamesle01,SF,32,CLE,74,74,37.75675676,736,18.16216216,0.548,124,342,0.363,612,1002,0.611,0.594,358,7.175675676,0.674,1.310810811,7.324324324,8.635135135,646,92,44,4.094594595,1.810810811,26.40540541,0.270645885,1.991200908,2.155839361,3.631164447,0.593774707,3.273568739,2.899340428,1.970696928,1.409667712,-0.52087596,-0.601479992,-0.394525168
1,221,Al Jefferson\jeffeal01,C,32,IND,66,1,14.10606061,235,7.136363636,0.499,0,1,0,235,470,0.5,0.499,65,1.287878788,0.765,1.136363636,3.075757576,4.212121212,57,19,16,0.5,1.893939394,8.106060606,0.127833372,1.123551237,1.437966372,2.646604535,0.638658995,2.092612005,1.965203352,0.252996514,-0.693147181,-0.695149183,-0.695149183,-0.267879445
1,222,Richard Jefferson\jefferi01,SF,36,CLE,79,13,20.43037975,153,4.341772152,0.446,62,186,0.333,91,157,0.58,0.536,80,1.367088608,0.741,0.35443038,2.215189873,2.569620253,78,26,10,0.658227848,1.936708861,5.670886076,-1.037243342,0.795338121,0.943758127,3.017022996,0.660990069,1.73534538,1.468282595,0.312683375,-0.418204134,-0.623621118,-0.807436327,-0.299754654
1,224,Brandon Jennings\jennibr01,PG,27,TOT,81,13,22.24691358,192,6.604938272,0.359,79,252,0.313,113,283,0.399,0.433,114,1.87654321,0.75,0.358024691,2.061728395,2.419753086,395,70,4,1.580246914,1.432098765,7.12345679,-1.027153325,0.723544658,0.883665505,3.102203283,0.359141036,1.963393112,1.887817592,0.629431366,0.457581109,-0.837017551,-1.02443289,-0.287682072
1,225,Jonas Jerebko\jerebjo01,PF,29,BOS,78,6,15.79487179,114,3.358974359,0.435,45,130,0.346,69,132,0.523,0.521,26,0.474358974,0.703,0.756410256,2.730769231,3.487179487,71,25,17,0.5,1.564102564,3.833333333,-0.279171383,1.004583339,1.24909324,2.759685317,0.447312218,1.343734747,1.211635677,-0.745790914,-0.693147181,-0.652005237,-0.832409248,-0.352398387
1,226,Amir Johnson\johnsam01,PF,29,BOS,80,77,20.1,213,4.625,0.576,27,66,0.409,186,304,0.612,0.612,67,1.25,0.67,1.475,3.1,4.575,140,51,62,0.9625,2.6375,6.5,0.38865799,1.131402111,1.520606699,3.000719815,0.969831499,1.871802177,1.531476371,0.223143551,-0.038221213,-0.491022996,-0.551647618,-0.400477567
1,228,James Johnson\johnsja01,PF,29,MIA,76,5,27.43421053,368,10.11842105,0.479,87,256,0.34,281,513,0.548,0.535,152,2.828947368,0.707,0.868421053,4.078947368,4.947368421,276,76,86,2.25,2.592105263,12.82894737,-0.141078598,1.405838957,1.598855803,3.311790794,0.952470388,2.551704131,2.314357629,1.039904688,0.810930216,-0.625488532,-0.736054682,-0.346724613
1,229,Joe Johnson\johnsjo02,SF,35,UTA,78,14,23.62820513,273,8.025641026,0.436,106,258,0.411,167,368,0.454,0.521,63,0.987179487,0.818,0.423076923,2.692307692,3.115384615,144,36,18,0.884615385,1.192307692,9.166666667,-0.860201265,0.990398704,1.136352617,3.162441131,0.175890666,2.215573716,2.082641544,-0.012903405,-0.122602322,-0.652005237,-0.830113036,-0.200892942
1,230,Stanley Johnson\johnsst04,SF,20,DET,77,1,17.80519481,129,4.74025974,0.353,45,154,0.292,84,211,0.398,0.415,36,0.688311688,0.679,0.467532468,1.987012987,2.454545455,105,56,24,0.922077922,1.571428571,4.402597403,-0.760286483,0.6866325,0.897941593,2.879490258,0.451985124,1.482194686,1.556091932,-0.373513508,-0.081125545,-0.879476759,-1.041287222,-0.387134151
1,231,Tyler Johnson\johnsty01,PG,24,MIA,73,0,29.83561644,357,11.28767123,0.433,93,250,0.372,264,574,0.46,0.49,195,3.479452055,0.768,0.684931507,3.328767123,4.01369863,233,84,44,1.232876712,2.410958904,13.7260274,-0.378436436,1.202602002,1.389713168,3.395702862,0.880024554,2.61929384,2.423711089,1.246874826,0.209350229,-0.713349888,-0.837017551,-0.263965546
1,232,Wesley Johnson\johnswe01,SF,29,LAC,68,3,11.91176471,73,2.941176471,0.365,29,118,0.246,44,82,0.537,0.438,11,0.25,0.647,0.382352941,2.279411765,2.661764706,23,29,30,0.264705882,1.220588235,2.735294118,-0.961411167,0.823917412,0.978989326,2.477526542,0.199332903,1.006238969,1.078809661,-1.386294361,-1.329135947,-0.825536369,-1.007857925,-0.435408984
1,233,Nikola Jokić\jokicni01,C,21,DEN,73,59,27.91780822,494,11.69863014,0.578,45,139,0.324,449,715,0.628,0.605,188,3.123287671,0.825,2.904109589,6.931506849,9.835616438,359,61,55,2.342465753,2.931506849,16.7260274,1.066126834,1.936077228,2.286010128,3.329264773,1.075516574,2.816966033,2.459471753,1.138886188,0.851204115,-0.502526821,-0.54818141,-0.192371893
1,234,Dahntay Jones\jonesda02,SF,36,CLE,1,0,12,3,8,0.375,0,2,0,3,6,0.5,0.375,3,4,0.75,1,1,2,1,0,0,1,1,9,0,0,0.693147181,2.48490665,0,2.197224577,2.079441542,1.386294361,0,-0.980829253,-0.980829253,-0.287682072
1,235,Damian Jones\jonesda03,C,21,GSW,10,0,8.5,8,1.6,0.5,0,0,,8,16,0.5,0.5,3,1,0.3,0.9,1.4,2.3,0,1,4,0.6,1.5,1.9,-0.105360516,0.336472237,0.832909123,2.140066163,0.405465108,0.641853886,0.470003629,0,-0.510825624,-0.693147181,-0.693147181,-1.203972804
1,236,Derrick Jones Jr.\jonesde02,SF,19,PHO,32,8,17.03125,68,3.78125,0.562,3,11,0.273,65,110,0.591,0.574,29,1.28125,0.707,1.21875,1.25,2.46875,12,14,13,0.40625,1.96875,5.25,0.197825743,0.223143551,0.90371195,2.835049892,0.677398824,1.658228077,1.330054643,0.247836164,-0.900786545,-0.555125883,-0.576253429,-0.346724613
1,237,James Jones\jonesja02,SF,36,CLE,48,2,7.9375,44,1.916666667,0.478,31,66,0.47,13,26,0.5,0.647,13,0.416666667,0.65,0.0625,0.708333333,0.770833333,14,6,10,0.208333333,0.770833333,2.75,-2.772588722,-0.344840486,-0.260283098,2.071598364,-0.260283098,1.011600912,0.650587566,-0.875468737,-1.568615918,-0.435408984,-0.738144546,-0.430782916
1,238,Terrence Jones\joneste01,PF,25,TOT,54,12,23.51851852,231,9.111111111,0.47,19,75,0.253,212,417,0.508,0.489,103,3.148148148,0.606,1.203703704,4.462962963,5.666666667,59,40,54,0.888888889,1.240740741,10.81481481,0.185403223,1.495812887,1.734601055,3.157788133,0.215708573,2.380916936,2.20949467,1.14681439,-0.117783036,-0.71539279,-0.755022584,-0.500875293
1,239,Tyus Jones\jonesty01,PG,20,MIN,60,0,12.9,75,3.016666667,0.414,26,73,0.356,49,108,0.454,0.486,33,0.716666667,0.767,0.166666667,0.95,1.116666667,156,48,5,0.633333333,0.833333333,3.483333333,-1.791759469,-0.051293294,0.110348057,2.557227311,-0.182321557,1.24798969,1.104152469,-0.333144447,-0.456758402,-0.721546655,-0.881889305,-0.265268478
1,240,DeAndre Jordan\jordade01,C,28,LAC,81,81,31.72839506,412,7.12345679,0.714,0,2,0,412,575,0.717,0.714,205,5.24691358,0.482,3.679012346,10.07407407,13.75308642,96,51,134,1.419753086,2.617283951,12.7037037,1.302644332,2.3099652,2.621263266,3.457212023,0.96213712,2.541893581,1.963393112,1.657640014,0.350482974,-0.336872317,-0.336872317,-0.729811165
1,241,Cory Joseph\josepco01,PG,25,TOR,80,22,25.0375,299,8.2625,0.452,48,135,0.356,251,526,0.477,0.489,94,1.525,0.77,0.6375,2.3,2.9375,265,66,13,1.35,1.75,9.25,-0.450201002,0.832909123,1.077558879,3.220374701,0.559615788,2.224623552,2.111727205,0.42199441,0.300104592,-0.71539279,-0.794073099,-0.261364764
1,242,Frank Kaminsky\kaminfr01,C,23,CHO,75,16,26.05333333,320,10.69333333,0.399,116,354,0.328,204,448,0.455,0.471,118,2.08,0.756,0.76,3.72,4.48,162,46,34,1.013333333,1.853333333,11.65333333,-0.274436846,1.313723668,1.499623046,3.260145719,0.61698582,2.455592262,2.369620494,0.732367894,0.013245227,-0.752897185,-0.918793862,-0.279713903
1,243,Enes Kanter\kanteen01,C,24,OKC,72,0,21.29166667,402,10.23611111,0.545,5,38,0.132,397,699,0.568,0.549,224,3.958333333,0.786,2.708333333,3.986111111,6.694444444,67,32,38,1.708333333,2.138888889,14.34722222,0.99633344,1.382816097,1.901277995,3.05831576,0.760286483,2.66355635,2.325921773,1.375823061,0.535518236,-0.599656837,-0.606969484,-0.240798487
1,244,Ryan Kelly\kellyry01,PF,25,ATL,16,0,6.875,8,1.75,0.286,4,10,0.4,4,18,0.222,0.357,5,0.375,0.833,0.0625,1.0625,1.125,8,4,5,0.25,0.3125,1.5625,-2.772588722,0.060624622,0.117783036,1.927891644,-1.16315081,0.446287103,0.559615788,-0.980829253,-1.386294361,-1.030019497,-1.251763468,-0.182721637
